opera_contig_3300,1.55846
opera_contig_3301,0.963286
opera_contig_3302,0.967601
opera_contig_3303,0
opera_contig_3304,0
opera_contig_3305,0
opera_contig_3306,0
opera_contig_3307,1.96065
opera_contig_3308,3.60688
opera_contig_3309,0
opera_contig_660,0.0540783
opera_contig_661,0.378007
opera_contig_662,0.323409
opera_contig_663,0
opera_contig_664,1.91433
opera_contig_4170,0.953061
opera_contig_665,0.00809333
opera_contig_4171,0
opera_contig_666,2.48295
opera_contig_4172,0
opera_contig_667,0
opera_contig_4173,0
opera_contig_668,0.31572
opera_contig_4174,0.927329
opera_contig_669,1.46518
opera_contig_4175,0
opera_contig_4176,2.57538
opera_contig_4177,0
opera_contig_4178,0
opera_contig_4179,0
opera_contig_4630,0.752618
opera_contig_4631,0
opera_contig_4632,0.91481
opera_contig_4633,0
opera_contig_4634,0
opera_contig_4635,0
opera_contig_4636,0
opera_contig_4637,2.91064
opera_contig_4638,0
opera_contig_4639,0
opera_contig_3310,5.77632
opera_contig_3311,0.457393
opera_contig_3312,0
opera_contig_3313,0
opera_contig_3314,0
opera_contig_3315,0
opera_contig_3316,0.425972
opera_contig_3317,0.930233
opera_contig_3318,0
opera_contig_3319,0.505349
opera_contig_670,29.1631
opera_contig_671,2.94396
opera_contig_672,0
opera_contig_673,0
opera_contig_674,0
opera_contig_4180,0
opera_contig_675,1.06934
opera_contig_4181,0
opera_contig_676,1.31176
opera_contig_677,0
opera_contig_4182,0.976362
opera_contig_4183,0
opera_contig_678,0
opera_contig_4184,0
opera_contig_679,0
opera_contig_4185,0
opera_contig_4186,0
opera_contig_4187,0
opera_contig_4188,0
opera_contig_4189,0
opera_contig_4640,0
opera_contig_4641,0
opera_contig_4642,0
opera_contig_4643,0
opera_contig_4644,0
opera_contig_4645,0
opera_contig_4646,0
opera_contig_4647,0
opera_contig_4648,0.97344
opera_contig_4649,0
opera_contig_3320,0.975441
opera_contig_3321,2.92817
opera_contig_3322,0
opera_contig_3323,0
opera_contig_3324,0.377918
opera_contig_3325,0
opera_contig_3326,0
opera_contig_3327,0
opera_contig_3328,0.788741
opera_contig_3329,0
opera_contig_680,1.07912
opera_contig_681,0
opera_contig_682,0
opera_contig_683,1.09348
opera_contig_684,1.46892
opera_contig_4190,0
opera_contig_685,1.60312
opera_contig_4191,0
opera_contig_686,2.2375
opera_contig_687,0.039522
opera_contig_4192,1.14742
opera_contig_4193,0
opera_contig_688,1.30167
opera_contig_689,0
opera_contig_4194,0.981424
opera_contig_4195,0
opera_contig_4196,0
opera_contig_4197,0.918304
opera_contig_4198,0
opera_contig_4199,0
opera_contig_4650,0
opera_contig_4651,0
opera_contig_4652,0
opera_contig_4653,0
opera_contig_4654,0
opera_contig_4655,0
opera_contig_4656,0
opera_contig_4657,0
opera_contig_4658,0
opera_contig_4659,0
opera_contig_3330,0
opera_contig_3331,0.29069
opera_contig_3332,0
opera_contig_3333,0
opera_contig_3334,0
opera_contig_3335,0
opera_contig_3336,0
opera_contig_3337,0
opera_contig_3338,0
opera_contig_3339,0.966177
opera_contig_690,0.899028
opera_contig_691,0.108989
opera_contig_692,0.234389
opera_contig_693,0
opera_contig_694,1.91163
opera_contig_695,0.477722
opera_contig_696,0
opera_contig_697,0
opera_contig_698,0
opera_contig_699,0.96504
opera_contig_2000,0
opera_contig_2001,0
opera_contig_2002,1.48569
opera_contig_2003,0
opera_contig_2004,0
opera_contig_2005,0
opera_contig_2006,184.094
opera_contig_2007,0
opera_contig_2008,0
opera_contig_2009,0.876709
opera_contig_4660,0
opera_contig_4661,0.911765
opera_contig_4662,0
opera_contig_4663,0
opera_contig_4664,0
opera_contig_4665,0.489933
opera_contig_4666,1.15457
opera_contig_4667,0
opera_contig_4668,0
opera_contig_4669,0.357527
opera_contig_3340,1.19349
opera_contig_3341,0
opera_contig_3342,0
opera_contig_3343,1.91182
opera_contig_3344,0.564856
opera_contig_3345,0
opera_contig_3346,5.1619
opera_contig_3347,0.975032
opera_contig_3348,0
opera_contig_3349,0
opera_contig_2010,0.963358
opera_contig_2011,1.12312
opera_contig_2012,0.955004
opera_contig_2013,0
opera_contig_2014,0
opera_contig_2015,0
opera_contig_2016,0
opera_contig_2017,0
opera_contig_3800,0.628216
opera_contig_3801,0
opera_contig_2018,0.92314
opera_contig_2019,1.12534
opera_contig_3802,0.985037
opera_contig_3803,1.19734
opera_contig_3804,0
opera_contig_3805,2.69219
opera_contig_3806,0
opera_contig_3807,0.980833
opera_contig_3808,0.95246
opera_contig_3809,0
opera_contig_4670,0
opera_contig_4671,0
opera_contig_4672,0.924528
opera_contig_4673,0
opera_contig_4674,0
opera_contig_4675,0
opera_contig_4676,0
opera_contig_4677,0
opera_contig_4678,0
opera_contig_4679,0
opera_contig_3350,0
opera_contig_3351,0
opera_contig_3352,0.402447
opera_contig_3353,0
opera_contig_3354,0
opera_contig_3355,0
opera_contig_3356,0
opera_contig_3357,0.140736
opera_contig_3358,0
opera_contig_3359,0.190168
opera_contig_2020,0.200055
opera_contig_2021,1.06524
opera_contig_2022,1.28564
opera_contig_2023,0
opera_contig_2024,0
opera_contig_2025,20.1457
opera_contig_2026,0.177152
opera_contig_3810,0
opera_contig_2027,0
opera_contig_3811,0
opera_contig_2028,0.656638
opera_contig_3812,0.658863
opera_contig_2029,0.0945274
opera_contig_3813,0
opera_contig_3814,2.90544
opera_contig_3815,0.974874
opera_contig_3816,30.2379
opera_contig_3817,0
opera_contig_3818,0
opera_contig_3819,0
opera_contig_4680,0
opera_contig_4681,0
opera_contig_4682,0
opera_contig_4683,0
opera_contig_4684,65.843
opera_contig_4685,0
opera_contig_4686,0
opera_contig_4687,0.9729
opera_contig_4688,0
opera_contig_4689,1.5346
opera_contig_3360,0.977346
opera_contig_3361,0
opera_contig_3362,0
opera_contig_3363,0.916991
opera_contig_3364,0
opera_contig_3365,0.68462
opera_contig_3366,1.07212
opera_contig_3367,0
opera_contig_3368,0
opera_contig_3369,1.12109
opera_contig_2030,0
opera_contig_2031,0.0597841
opera_contig_2032,0
opera_contig_2033,0
opera_contig_2034,0
opera_contig_2035,0
opera_contig_2036,0
opera_contig_2037,0
opera_contig_3820,3.19044
opera_contig_3821,0.96896
opera_contig_2038,0.30075
opera_contig_2039,0
opera_contig_3822,38.5931
opera_contig_3823,0
opera_contig_3824,0
opera_contig_3825,0.924306
opera_contig_3826,0
opera_contig_3827,0
opera_contig_3828,20.8939
opera_contig_3829,1.20388
opera_contig_4690,0
opera_contig_4691,0
opera_contig_4692,0
opera_contig_4693,0
opera_contig_4694,0
opera_contig_4695,0
opera_contig_4696,0
opera_contig_4697,0
opera_contig_4698,0.987738
opera_contig_4699,0
opera_contig_3370,1.91016
opera_contig_3371,0
opera_contig_3372,0
opera_contig_3373,0
opera_contig_3374,0
opera_contig_3375,0
opera_contig_3376,0
opera_contig_3377,0
opera_contig_3378,0
opera_contig_3379,0
opera_contig_2040,1.0701
opera_contig_2041,0
opera_contig_2042,0.974102
opera_contig_2043,0
opera_contig_2044,0.156294
opera_contig_2045,0.96257
opera_contig_2046,0.0904762
opera_contig_3830,0
opera_contig_2047,0
opera_contig_3831,0
opera_contig_2048,0
