opera_contig_3300,0
opera_contig_3301,0
opera_contig_3302,0
opera_contig_3303,0
opera_contig_3304,0
opera_contig_3305,0
opera_contig_3306,0
opera_contig_3307,0
opera_contig_3308,0
opera_contig_3309,0
opera_contig_660,0
opera_contig_661,0.0685651
opera_contig_662,0
opera_contig_663,0
opera_contig_664,0
opera_contig_4170,0
opera_contig_665,0
opera_contig_4171,0
opera_contig_666,0
opera_contig_4172,0
opera_contig_667,0
opera_contig_4173,0
opera_contig_668,0
opera_contig_4174,0
opera_contig_669,0
opera_contig_4175,0
opera_contig_4176,0
opera_contig_4177,0
opera_contig_4178,0
opera_contig_4179,0
opera_contig_4630,0
opera_contig_4631,0
opera_contig_4632,0
opera_contig_4633,0
opera_contig_4634,0
opera_contig_4635,0
opera_contig_4636,0
opera_contig_4637,0
opera_contig_4638,0
opera_contig_4639,0.931579
opera_contig_3310,0
opera_contig_3311,0
opera_contig_3312,0
opera_contig_3313,0.75047
opera_contig_3314,0
opera_contig_3315,0
opera_contig_3316,0
opera_contig_3317,0
opera_contig_3318,0
opera_contig_3319,0
opera_contig_670,0
opera_contig_671,0
opera_contig_672,0
opera_contig_673,0
opera_contig_674,0
opera_contig_4180,0
opera_contig_675,0
opera_contig_4181,0
opera_contig_676,0
opera_contig_4182,0
opera_contig_677,0
opera_contig_4183,0
opera_contig_678,0
opera_contig_4184,0
opera_contig_679,0.323722
opera_contig_4185,0
opera_contig_4186,0
opera_contig_4187,0
opera_contig_4188,0
opera_contig_4189,0
opera_contig_4640,0
opera_contig_4641,0
opera_contig_4642,0
opera_contig_4643,0
opera_contig_4644,0
opera_contig_4645,0
opera_contig_4646,0
opera_contig_4647,0
opera_contig_4648,0
opera_contig_4649,0
opera_contig_3320,0
opera_contig_3321,0
opera_contig_3322,0
opera_contig_3323,0
opera_contig_3324,0
opera_contig_3325,0
opera_contig_3326,0
opera_contig_3327,0
opera_contig_3328,0
opera_contig_3329,0
opera_contig_680,0
opera_contig_681,0
opera_contig_682,0
opera_contig_683,0
opera_contig_684,0
